date,volume,high,low,adj_close,close,open
2020-01-31,71948,34.22,33.73,33.815,33.815,34.22
2020-01-30,86961,34.28,33.9278,34.2439,34.2439,33.97
2020-01-29,58311,34.315,34.13,34.13,34.13,34.31
2020-01-28,156587,34.3056,34.13,34.2426,34.2426,34.18
2020-01-27,83438,34.21,34.06,34.13,34.13,34.16
2020-01-24,111019,34.68,34.3,34.36,34.36,34.68
2020-01-23,111189,34.69,34.39,34.63,34.63,34.5
2020-01-22,262295,34.67,34.52,34.56,34.56,34.62
2020-01-21,83262,34.576,34.37,34.5016,34.5016,34.5
2020-01-17,80711,34.51,34.3701,34.49,34.49,34.46
2020-01-16,109135,34.4,34.2551,34.3787,34.3787,34.27
2020-01-15,373547,34.23,33.99,34.12,34.12,33.99
2020-01-14,122315,33.97,33.8425,33.9299,33.9299,33.93
2020-01-13,175638,33.93,33.714,33.9168,33.9168,33.74
2020-01-10,120662,33.84,33.6801,33.69,33.69,33.7
2020-01-09,96309,33.6998,33.5646,33.6698,33.6698,33.59
2020-01-08,158781,33.71,33.5,33.575,33.575,33.56
2020-01-07,97957,33.64,33.4281,33.5,33.5,33.64
2020-01-06,143129,33.89,33.6215,33.75,33.75,33.89
2020-01-03,124179,33.8295,33.6347,33.755,33.755,33.74
2020-01-02,676324,34.24,33.6501,33.8,33.8,34.18
