date,sym,spot,open,close
2019-12-02,AEHR,1.92,1.8901,1.8901
2019-12-03,AEHR,1.84,1.84,1.84
2019-12-04,AEHR,1.89,1.82,1.82
2019-12-05,AEHR,1.88,1.91,1.91
2019-12-06,AEHR,1.8693,1.9191,1.9191
2019-12-09,AEHR,1.94,1.937,1.937
2019-12-10,AEHR,2,2.03,2.03
2019-12-11,AEHR,2.02,1.9927,1.9927
2019-12-12,AEHR,2.05,2.035,2.035
2019-12-13,AEHR,1.96,2.0062,2.0062
2019-12-16,AEHR,2.01,1.95,1.95
2019-12-17,AEHR,2,1.925,1.925
2019-12-18,AEHR,1.91,1.9099,1.9099
2019-12-19,AEHR,1.9,1.9178,1.9178
2019-12-20,AEHR,1.92,1.8799,1.8799
2019-12-23,AEHR,1.87,1.8006,1.8006
2019-12-24,AEHR,1.85,1.8662,1.8662
2019-12-26,AEHR,1.9,1.94,1.94
2019-12-27,AEHR,2.01,2.01,2.01
2019-12-30,AEHR,1.99,2.02,2.02
2019-12-31,AEHR,1.99,2.01,2.01
2019-12-02,AEIS,64.39,63.395,63.395
2019-12-03,AEIS,62.26,61.755,61.755
2019-12-04,AEIS,62.48,62.59,62.59
2019-12-05,AEIS,63.41,63.23,63.23
2019-12-06,AEIS,64.14,64.875,64.875
2019-12-09,AEIS,65.14,65.27,65.27
2019-12-10,AEIS,64.96,65.52,65.52
2019-12-11,AEIS,65.84,66.57,66.57
2019-12-12,AEIS,67.19,68.81,68.81
2019-12-13,AEIS,69.24,69.55,69.55
2019-12-16,AEIS,69.34,68.37,68.37
2019-12-17,AEIS,68.52,68.26,68.26
2019-12-18,AEIS,69.19,69.81,69.81
2019-12-19,AEIS,70.06,69.39,69.39
2019-12-20,AEIS,70.53,70.545,70.545
2019-12-23,AEIS,70.93,70.83,70.83
2019-12-24,AEIS,71.78,71.21,71.21
2019-12-26,AEIS,71.71,71.3,71.3
2019-12-27,AEIS,71.65,71.41,71.41
2019-12-30,AEIS,71.4,71.155,71.155
2019-12-31,AEIS,71.02,70.72,70.72
2019-12-02,AEMD,2.76,2.44,2.44
2019-12-03,AEMD,2.34,2.44,2.44
2019-12-04,AEMD,2.33,2.32,2.32
2019-12-05,AEMD,2.5,2.4911,2.4911
2019-12-06,AEMD,2.69,2.6601,2.6601
2019-12-09,AEMD,2.61,2.63,2.63
2019-12-10,AEMD,2.71,2.8453,2.8453
2019-12-11,AEMD,2.85,2.62,2.62
2019-12-12,AEMD,2.47,2.22,2.22
2019-12-13,AEMD,1.97,1.1,1.1
2019-12-16,AEMD,1.02,0.99,0.99
2019-12-17,AEMD,0.99,0.9257,0.9257
2019-12-18,AEMD,0.889,0.9194,0.9194
2019-12-19,AEMD,0.89,0.865376,0.865376
2019-12-20,AEMD,0.85,0.8399,0.8399
2019-12-23,AEMD,0.875,0.8458,0.8458
2019-12-24,AEMD,0.85,0.835,0.835
2019-12-26,AEMD,0.84,0.825,0.825
2019-12-27,AEMD,0.843,0.8401,0.8401
2019-12-30,AEMD,0.92,0.885,0.885
2019-12-31,AEMD,0.8995,0.965,0.965
2019-12-02,AERI,18.99,18.3,18.3
2019-12-03,AERI,18.63,19,19
2019-12-04,AERI,19.2,19.68,19.68
2019-12-05,AERI,20.21,20.14,20.14
2019-12-06,AERI,19.35,19.3,19.3
2019-12-09,AERI,19.59,20.2524,20.2524
2019-12-10,AERI,21.04,21.15,21.15
2019-12-11,AERI,21.5,20.985,20.985
2019-12-12,AERI,21.54,21.8,21.8
2019-12-13,AERI,22.23,22.72,22.72
2019-12-16,AERI,22.59,21.5,21.5
2019-12-17,AERI,21.91,22.34,22.34
2019-12-18,AERI,22.02,22.005,22.005
2019-12-19,AERI,22.15,23.08,23.08
2019-12-20,AERI,23.49,24.35,24.35
2019-12-23,AERI,24.2,23.76,23.76
2019-12-24,AERI,24.15,24.8,24.8
2019-12-26,AERI,26.15,24.65,24.65
2019-12-27,AERI,24.89,24.04,24.04
2019-12-30,AERI,23.79,23.15,23.15
2019-12-31,AERI,22.77,23.93,23.93
2019-12-02,AESE,2.64,2.59,2.59
2019-12-03,AESE,2.77,2.49,2.49
2019-12-04,AESE,2.52,2.59,2.59
2019-12-05,AESE,2.85,2.67,2.67
2019-12-06,AESE,2.97,2.81,2.81
2019-12-09,AESE,2.8,3,3
2019-12-10,AESE,2.84,2.9465,2.9465
2019-12-11,AESE,3.0099,2.99,2.99
2019-12-12,AESE,2.87,2.97,2.97
2019-12-13,AESE,2.99,2.94,2.94
2019-12-16,AESE,2.96,2.93,2.93
2019-12-17,AESE,2.82,2.724,2.724
2019-12-18,AESE,2.81,2.99,2.99
2019-12-19,AESE,2.91,2.9547,2.9547
2019-12-20,AESE,2.85,2.6938,2.6938
2019-12-23,AESE,2.81,2.74,2.74
2019-12-24,AESE,2.6,2.69,2.69
2019-12-26,AESE,2.8,2.71,2.71
2019-12-27,AESE,2.5,2.5391,2.5391
2019-12-30,AESE,2.67,2.76,2.76
2019-12-31,AESE,2.48,2.6,2.6
2019-12-02,AEY,2.38,2.3294,2.3294
2019-12-03,AEY,2.2701,2.2997,2.2997
2019-12-04,AEY,2.44,2.4314,2.4314
2019-12-05,AEY,2.5,2.45,2.45
2019-12-06,AEY,2.58,2.75,2.75
2019-12-09,AEY,2.75,2.64,2.64
2019-12-10,AEY,2.54,2.51,2.51
2019-12-11,AEY,2.58,2.5226,2.5226
2019-12-12,AEY,2.55,2.55,2.55
2019-12-13,AEY,2.67,2.7448,2.7448
2019-12-16,AEY,2.78,2.7872,2.7872
2019-12-17,AEY,2.8,2.7864,2.7864
2019-12-18,AEY,2.5,2.455,2.455
2019-12-19,AEY,2.46,2.48,2.48
2019-12-20,AEY,2.39,2.37,2.37
2019-12-23,AEY,2.38,2.33,2.33
2019-12-24,AEY,2.3,2.37,2.37
2019-12-26,AEY,2.34,2.3703,2.3703
2019-12-27,AEY,2.45,2.5555,2.5555
2019-12-30,AEY,2.36,2.49,2.49
2019-12-31,AEY,2.5,2.5396,2.5396
2019-12-02,AEYE,5.02,5.285,5.285
2019-12-03,AEYE,4.83,4.82,4.82
2019-12-04,AEYE,5,5.03,5.03
2019-12-05,AEYE,4.84,4.9,4.9
2019-12-06,AEYE,5,4.94,4.94
2019-12-09,AEYE,4.85,4.8545,4.8545
2019-12-10,AEYE,5.03,5.1196,5.1196
2019-12-11,AEYE,5.11,5.3729,5.3729
2019-12-12,AEYE,5.25,5.25,5.25
2019-12-13,AEYE,5,5.08,5.08
2019-12-16,AEYE,5.11,4.99,4.99
2019-12-17,AEYE,5.46,5.43,5.43
2019-12-18,AEYE,5.31,5.2148,5.2148
2019-12-19,AEYE,5.16,5.1444,5.1444
2019-12-20,AEYE,5.24,5.2486,5.2486
2019-12-23,AEYE,5.07,5.1,5.1
2019-12-24,AEYE,5.09,5,5
2019-12-26,AEYE,5,4.9825,4.9825
2019-12-27,AEYE,5,4.95,4.95
2019-12-30,AEYE,4.7,4.9445,4.9445
2019-12-31,AEYE,4.63,4.6271,4.6271
2019-12-02,AEZS,0.9,0.9,0.9
2019-12-03,AEZS,0.9,0.87995,0.87995
2019-12-04,AEZS,0.87,0.8701,0.8701
2019-12-05,AEZS,0.89,0.8701,0.8701
2019-12-06,AEZS,0.8668,0.8744,0.8744
2019-12-09,AEZS,0.8788,0.82381,0.82381
2019-12-10,AEZS,0.81,0.825,0.825
2019-12-11,AEZS,0.815,0.81,0.81
2019-12-12,AEZS,0.8002,0.8202,0.8202
2019-12-13,AEZS,0.81,0.8002,0.8002
2019-12-16,AEZS,0.776,0.7944,0.7944
2019-12-17,AEZS,0.795,0.79,0.79
2019-12-18,AEZS,0.78,0.7901,0.7901
2019-12-19,AEZS,0.81,0.8119,0.8119
2019-12-20,AEZS,0.8,0.775,0.775
2019-12-23,AEZS,0.8,0.8009,0.8009
2019-12-24,AEZS,0.8198,0.801,0.801
2019-12-26,AEZS,0.82,0.8111,0.8111
2019-12-27,AEZS,0.801,0.81,0.81
2019-12-30,AEZS,0.83,0.878931,0.878931
2019-12-31,AEZS,0.946,0.9001,0.9001
2019-12-02,AFH,0.5475,0.5276,0.5276
2019-12-03,AFH,0.57,0.5512,0.5512
2019-12-04,AFH,0.57,0.569156,0.569156
2019-12-05,AFH,0.5221,0.532837,0.532837
2019-12-06,AFH,0.52,0.4982,0.4982
2019-12-09,AFH,0.56,0.5061,0.5061
2019-12-10,AFH,0.478,0.4901,0.4901
2019-12-11,AFH,0.4743,0.4675,0.4675
2019-12-12,AFH,0.4372,0.4789,0.4789
2019-12-13,AFH,0.5,0.450248,0.450248
2019-12-16,AFH,0.45,0.4377,0.4377
2019-12-17,AFH,0.411,0.429323,0.429323
2019-12-18,AFH,0.4064,0.38,0.38
2019-12-19,AFH,0.3888,0.410485,0.410485
2019-12-20,AFH,0.44,0.4199,0.4199
2019-12-23,AFH,0.3999,0.3922,0.3922
2019-12-24,AFH,0.3999,0.399067,0.399067
2019-12-26,AFH,0.4,0.4201,0.4201
2019-12-27,AFH,0.4227,0.42185,0.42185
2019-12-30,AFH,0.42,0.4281,0.4281
2019-12-31,AFH,0.437,0.441,0.441
2019-12-02,AFIN,14.77,14.59,14.59
2019-12-03,AFIN,14.3,14.52,14.52
2019-12-04,AFIN,14.6,14.65,14.65
2019-12-05,AFIN,14.52,14.4972,14.4972
2019-12-06,AFIN,14.5,14.55,14.55
2019-12-09,AFIN,14.35,14.5,14.5
2019-12-10,AFIN,14.7,14.67,14.67
2019-12-11,AFIN,14.54,14.5,14.5
2019-12-12,AFIN,14.29,14.375,14.375
2019-12-13,AFIN,13.93,13.77,13.77
2019-12-16,AFIN,13.7,13.915,13.915
2019-12-17,AFIN,13.64,13.49,13.49
2019-12-18,AFIN,13.44,13.35,13.35
2019-12-19,AFIN,13.35,13.5,13.5
2019-12-20,AFIN,13.36,13.5,13.5
2019-12-23,AFIN,13.51,13.36,13.36
2019-12-24,AFIN,13.45,13.37,13.37
2019-12-26,AFIN,13.33,13.37,13.37
2019-12-27,AFIN,13.28,13.25,13.25
2019-12-30,AFIN,13.21,13.13,13.13
2019-12-31,AFIN,13.07,13.21,13.21
2019-12-02,AFINP,25.49,25.48,25.48
2019-12-03,AFINP,25.51,25.4106,25.4106
2019-12-04,AFINP,25.54,25.47,25.47
2019-12-05,AFINP,25.5,25.48,25.48
2019-12-06,AFINP,25.33,25.3,25.3
2019-12-09,AFINP,25.28,25.2928,25.2928
2019-12-10,AFINP,25.28,25.265,25.265
2019-12-11,AFINP,25.25,25.2609,25.2609
2019-12-12,AFINP,25.26,25.25,25.25
2019-12-13,AFINP,25.28,25.2396,25.2396
2019-12-16,AFINP,25.27,25.2852,25.2852
2019-12-17,AFINP,25.26,25.2676,25.2676
2019-12-18,AFINP,25.19,25.1965,25.1965
2019-12-19,AFINP,25.25,25.25,25.25
2019-12-20,AFINP,25.25,25.24,25.24
2019-12-23,AFINP,25.23,25.2619,25.2619
2019-12-24,AFINP,25.27,25.27,25.27
2019-12-26,AFINP,25.28,25.275,25.275
2019-12-27,AFINP,25.26,25.28,25.28
2019-12-30,AFINP,25.26,25.26,25.26
2019-12-31,AFINP,25.26,25.26,25.26
2019-12-02,AFMD,2.61,2.46,2.46
2019-12-03,AFMD,2.47,2.47,2.47
2019-12-04,AFMD,2.49,2.37,2.37
2019-12-05,AFMD,2.32,2.31,2.31
2019-12-06,AFMD,2.32,2.3,2.3
2019-12-09,AFMD,2.29,2.315,2.315
2019-12-10,AFMD,2.25,2.28,2.28
2019-12-11,AFMD,2.3,2.3,2.3
2019-12-12,AFMD,2.28,2.32,2.32
2019-12-13,AFMD,2.46,2.485,2.485
2019-12-16,AFMD,2.55,2.61,2.61
2019-12-17,AFMD,2.65,2.635,2.635
2019-12-18,AFMD,2.77,2.77,2.77
2019-12-19,AFMD,2.79,2.77,2.77
2019-12-20,AFMD,2.74,2.755,2.755
2019-12-23,AFMD,2.74,2.925,2.925
2019-12-24,AFMD,2.95,2.945,2.945
2019-12-26,AFMD,2.96,2.8601,2.8601
2019-12-27,AFMD,2.82,2.77,2.77
2019-12-30,AFMD,2.7,2.715,2.715
2019-12-31,AFMD,2.77,2.75,2.75
2019-12-02,AFYA,29,30.007,30.007
2019-12-03,AFYA,29.62,29.07,29.07
2019-12-04,AFYA,28.33,28.695,28.695
2019-12-05,AFYA,29.27,29.4005,29.4005
2019-12-06,AFYA,29.62,29.183,29.183
2019-12-09,AFYA,29.15,28.91,28.91
2019-12-10,AFYA,27.85,27.6,27.6
2019-12-11,AFYA,27.85,27.99,27.99
2019-12-12,AFYA,28,27.61,27.61
2019-12-13,AFYA,27,26.68,26.68
2019-12-16,AFYA,26.44,25.96,25.96
2019-12-17,AFYA,26.77,27.57,27.57
2019-12-18,AFYA,27.95,28.61,28.61
2019-12-19,AFYA,27.98,29.09,29.09
2019-12-20,AFYA,28.51,28.45,28.45
2019-12-23,AFYA,28.22,27.27,27.27
2019-12-24,AFYA,27.43,27.62,27.62
2019-12-26,AFYA,27.49,27.32,27.32
2019-12-27,AFYA,27.29,27,27
2019-12-30,AFYA,27.16,26.78,26.78
2019-12-31,AFYA,26.83,26.9,26.9
2019-12-05,AGBA,10.02,10.02,10.02
2019-12-18,AGBA,10.1,10.1,10.1
2019-12-03,AGBAU,10.16,10.16,10.16
2019-12-31,AGBAU,10.2917,10.2917,10.2917
2019-12-30,AGBAW,0.1,0.1,0.1
2019-12-02,AGEN,4.19,4.01,4.01
2019-12-03,AGEN,3.95,4.025,4.025
2019-12-04,AGEN,4.03,3.97,3.97
2019-12-05,AGEN,3.95,3.815,3.815
2019-12-06,AGEN,4.05,4,4
2019-12-09,AGEN,3.9001,3.97,3.97
2019-12-10,AGEN,3.87,3.9,3.9
2019-12-11,AGEN,3.96,3.905,3.905
2019-12-12,AGEN,3.9,3.9,3.9
2019-12-13,AGEN,3.85,3.77,3.77
2019-12-16,AGEN,3.84,3.9,3.9
2019-12-17,AGEN,3.96,3.81,3.81
2019-12-18,AGEN,3.83,3.66,3.66
2019-12-19,AGEN,3.69,3.82,3.82
2019-12-20,AGEN,3.83,3.9,3.9
2019-12-23,AGEN,4.05,4.06,4.06
2019-12-24,AGEN,4.2,4.14,4.14
2019-12-26,AGEN,4.15,4.22,4.22
2019-12-27,AGEN,4.19,4.2,4.2
2019-12-30,AGEN,4.22,4.08,4.08
2019-12-31,AGEN,4.0999,4.03,4.03
2019-12-02,AGFS,2.34,2.3492,2.3492
2019-12-03,AGFS,2.36,2.26,2.26
2019-12-04,AGFS,2.2735,2.335,2.335
2019-12-05,AGFS,2.37,2.38,2.38
2019-12-06,AGFS,2.34,2.348,2.348
2019-12-09,AGFS,2.33,2.26,2.26
2019-12-10,AGFS,2.29,2.31,2.31
2019-12-11,AGFS,2.33,2.36,2.36
2019-12-12,AGFS,2.35,2.3457,2.3457
2019-12-13,AGFS,2.36,2.4,2.4
2019-12-16,AGFS,2.42,2.48,2.48
2019-12-17,AGFS,2.49,2.55,2.55
2019-12-18,AGFS,2.63,2.59,2.59
2019-12-19,AGFS,2.68,2.7,2.7
2019-12-20,AGFS,2.57,2.5802,2.5802
2019-12-23,AGFS,2.62,2.675,2.675
2019-12-24,AGFS,2.77,2.77,2.77
2019-12-26,AGFS,2.72,2.8,2.8
2019-12-27,AGFS,2.78,2.76,2.76
2019-12-30,AGFS,2.69,2.76,2.76
2019-12-31,AGFS,2.54,2.55,2.55
2019-12-02,AGFSW,0.0052,0.0052,0.0052
2019-12-04,AGFSW,0.0034,0.0038,0.0038
2019-12-06,AGFSW,0.012,0.0119,0.0119
2019-12-10,AGFSW,0.0116,0.0116,0.0116
2019-12-11,AGFSW,0.0059,0.0059,0.0059
2019-12-13,AGFSW,0.0091,0.0091,0.0091
2019-12-17,AGFSW,0.0035,0.0095,0.0095
2019-12-18,AGFSW,0.0096,0.0096,0.0096
2019-12-19,AGFSW,0.0094,0.0098,0.0098
2019-12-20,AGFSW,0.0051,0.0051,0.0051
2019-12-23,AGFSW,0.0066,0.0065,0.0065
2019-12-24,AGFSW,0.007,0.009,0.009
2019-12-26,AGFSW,0.0068,0.0067,0.0067
2019-12-27,AGFSW,0.008,0.008,0.008
2019-12-30,AGFSW,0.0057,0.0057,0.0057
2019-12-02,AGIO,38.9,38.32,38.32
2019-12-03,AGIO,38.45,38.93,38.93
2019-12-04,AGIO,39.37,39.441,39.441
2019-12-05,AGIO,40.48,40.24,40.24
2019-12-06,AGIO,40.4,40.16,40.16
2019-12-09,AGIO,43,43.57,43.57
2019-12-10,AGIO,42.01,43.41,43.41
2019-12-11,AGIO,44.5,44.7,44.7
2019-12-12,AGIO,43.95,45.15,45.15
2019-12-13,AGIO,45.4,45.26,45.26
2019-12-16,AGIO,46.91,45.935,45.935
2019-12-17,AGIO,46.99,46.13,46.13
2019-12-18,AGIO,46.95,46.64,46.64
2019-12-19,AGIO,47.14,47.89,47.89
2019-12-20,AGIO,48.08,48.67,48.67
2019-12-23,AGIO,48.9,48.79,48.79
2019-12-24,AGIO,49.85,49.935,49.935
2019-12-26,AGIO,50.38,50.14,50.14
2019-12-27,AGIO,50.74,49.04,49.04
2019-12-30,AGIO,48.23,48.36,48.36
2019-12-31,AGIO,47.66,48.06,48.06
2019-12-02,AGLE,8.55,8.31,8.31
2019-12-03,AGLE,8.31,8.4,8.4
2019-12-04,AGLE,8.1,8.07,8.07
2019-12-05,AGLE,8.08,8,8
2019-12-06,AGLE,7.85,7.86,7.86
2019-12-09,AGLE,7.86,7.87,7.87
2019-12-10,AGLE,7.91,7.92,7.92
2019-12-11,AGLE,8.07,8.265,8.265
2019-12-12,AGLE,7.78,7.9314,7.9314
2019-12-13,AGLE,7.98,7.8906,7.8906
2019-12-16,AGLE,7.98,7.92,7.92
2019-12-17,AGLE,8,7.99,7.99
2019-12-18,AGLE,7.94,7.885,7.885
2019-12-19,AGLE,7.75,7.815,7.815
2019-12-20,AGLE,7.6,7.345,7.345
2019-12-23,AGLE,7.42,7.68,7.68
2019-12-24,AGLE,7.81,8.05,8.05
2019-12-26,AGLE,7.93,8.01,8.01
2019-12-27,AGLE,7.82,7.71,7.71
2019-12-30,AGLE,7.93,7.93,7.93
2019-12-31,AGLE,7.63,7.6703,7.6703
2019-12-02,AGMH,20.54,20.54,20.54
2019-12-03,AGMH,21.36,21.36,21.36
2019-12-04,AGMH,18.7,18.81,18.81
2019-12-05,AGMH,18.7,18.7,18.7
2019-12-06,AGMH,18.84,18.84,18.84
2019-12-09,AGMH,19.01,19.08,19.08
2019-12-10,AGMH,17.355,17.355,17.355
2019-12-12,AGMH,17.76,18.01,18.01
2019-12-13,AGMH,16.8,16.4012,16.4012
2019-12-16,AGMH,15.9,15,15
2019-12-17,AGMH,15.94,15.1,15.1
2019-12-18,AGMH,14.2549,14.86,14.86
2019-12-19,AGMH,15.67,15.67,15.67
2019-12-20,AGMH,15.07,14.59,14.59
2019-12-24,AGMH,15.04,14.85,14.85
2019-12-26,AGMH,14.81,15.49,15.49
2019-12-27,AGMH,14.63,15.01,15.01
2019-12-30,AGMH,15.1789,14.85,14.85
2019-12-31,AGMH,16.04,16.9348,16.9348
2019-12-02,AGNC,17.3,17.3916,17.3916
2019-12-03,AGNC,17.3,17.25,17.25
2019-12-04,AGNC,17.35,17.24,17.24
2019-12-05,AGNC,17.23,17.1861,17.1861
2019-12-06,AGNC,17.2,17.295,17.295
2019-12-09,AGNC,17.3,17.3835,17.3835
2019-12-10,AGNC,17.35,17.325,17.325
2019-12-11,AGNC,17.31,17.3,17.3
2019-12-12,AGNC,17.35,17.435,17.435
2019-12-13,AGNC,17.43,17.425,17.425
2019-12-16,AGNC,17.51,17.5014,17.5014
2019-12-17,AGNC,17.49,17.65,17.65
2019-12-18,AGNC,17.68,17.595,17.595
2019-12-19,AGNC,17.68,17.85,17.85
2019-12-20,AGNC,17.74,17.83,17.83
2019-12-23,AGNC,17.72,17.7232,17.7232
2019-12-24,AGNC,17.7499,17.815,17.815
2019-12-26,AGNC,17.9,17.96,17.96
2019-12-27,AGNC,18.03,18.06,18.06
2019-12-30,AGNC,17.98,17.84,17.84
2019-12-31,AGNC,17.7,17.7,17.7
2019-12-02,AGNCM,25.5073,25.44,25.44
2019-12-04,AGNCM,25.5366,25.4839,25.4839
2019-12-09,AGNCM,25.48,25.46,25.46
2019-12-11,AGNCM,25.5,25.53,25.53
2019-12-16,AGNCM,25.74,25.709,25.709
2019-12-20,AGNCM,25.88,25.85,25.85
2019-12-23,AGNCM,25.92,25.8859,25.8859
2019-12-24,AGNCM,25.91,25.9199,25.9199
2019-12-26,AGNCM,25.94,25.921,25.921
2019-12-02,AGNCN,26.3,26.2483,26.2483
2019-12-03,AGNCN,26.23,26.21,26.21
2019-12-04,AGNCN,26.21,26.2053,26.2053
2019-12-05,AGNCN,26.2,26.12,26.12
2019-12-06,AGNCN,26.15,26.1116,26.1116
2019-12-09,AGNCN,26.12,26.144,26.144
2019-12-10,AGNCN,26.1,26.1699,26.1699
2019-12-11,AGNCN,26.15,26.145,26.145
2019-12-12,AGNCN,26.15,26.14,26.14
2019-12-13,AGNCN,26.17,26.15,26.15
2019-12-16,AGNCN,26.33,26.31,26.31
2019-12-17,AGNCN,26.33,26.33,26.33
2019-12-18,AGNCN,26.33,26.303,26.303
2019-12-19,AGNCN,26.36,26.35,26.35
2019-12-20,AGNCN,26.32,26.34,26.34
2019-12-23,AGNCN,26.41,26.3205,26.3205
2019-12-24,AGNCN,26.4,26.3713,26.3713
2019-12-26,AGNCN,26.35,26.3488,26.3488
2019-12-27,AGNCN,26.42,26.36,26.36
2019-12-31,AGNCN,25.99,26.0299,26.0299
2019-12-02,AGNCO,25.59,25.5977,25.5977
2019-12-03,AGNCO,25.58,25.66,25.66
2019-12-04,AGNCO,25.6,25.5671,25.5671
2019-12-05,AGNCO,25.74,25.59,25.59
2019-12-06,AGNCO,25.7,25.66,25.66
2019-12-09,AGNCO,25.7134,25.73,25.73
2019-12-10,AGNCO,25.6825,25.62,25.62
2019-12-11,AGNCO,25.6,25.5796,25.5796
2019-12-12,AGNCO,25.6,25.549,25.549
2019-12-13,AGNCO,25.56,25.54,25.54
2019-12-16,AGNCO,25.6,25.67,25.67
2019-12-17,AGNCO,25.84,25.7313,25.7313
2019-12-18,AGNCO,25.98,25.82,25.82
2019-12-19,AGNCO,25.86,25.8378,25.8378
2019-12-20,AGNCO,25.9,25.888,25.888
2019-12-23,AGNCO,25.9105,25.9,25.9
2019-12-24,AGNCO,25.97,25.88,25.88
2019-12-26,AGNCO,25.8999,25.9589,25.9589
2019-12-27,AGNCO,25.85,25.9,25.9
2019-12-30,AGNCO,25.51,25.6007,25.6007
2019-12-31,AGNCO,25.588,25.6458,25.6458
2019-12-02,AGRX,2.1001,2.085,2.085
2019-12-03,AGRX,2.14,2.0893,2.0893
2019-12-04,AGRX,2.06,2.0058,2.0058
2019-12-05,AGRX,2.0499,2.025,2.025
2019-12-06,AGRX,2.0499,1.975,1.975
2019-12-09,AGRX,2.02,2.05,2.05
2019-12-10,AGRX,2,2,2
2019-12-11,AGRX,1.9735,1.9822,1.9822
2019-12-12,AGRX,1.98,2,2
2019-12-13,AGRX,2.02,2.03,2.03
2019-12-16,AGRX,2.05,2.12,2.12
2019-12-17,AGRX,2.12,2.1298,2.1298
2019-12-18,AGRX,2.15,2.1416,2.1416
2019-12-19,AGRX,2.12,2.24,2.24
2019-12-20,AGRX,2.29,2.4525,2.4525
2019-12-23,AGRX,2.5,2.5895,2.5895
2019-12-24,AGRX,2.67,2.445,2.445
2019-12-26,AGRX,2.6,2.4487,2.4487
2019-12-27,AGRX,2.5499,2.3712,2.3712
2019-12-30,AGRX,2.35,2.469,2.469
2019-12-31,AGRX,2.41,2.535,2.535
2019-12-02,AGTC,2.8295,2.75,2.75
2019-12-03,AGTC,2.61,2.7999,2.7999
2019-12-04,AGTC,2.85,2.85,2.85
2019-12-05,AGTC,3.05,2.9287,2.9287
2019-12-06,AGTC,2.99,2.975,2.975
2019-12-09,AGTC,2.9,2.85,2.85
2019-12-10,AGTC,2.74,2.76,2.76
2019-12-11,AGTC,2.73,2.735,2.735
2019-12-12,AGTC,2.7,2.68,2.68
2019-12-13,AGTC,2.71,2.75,2.75
2019-12-16,AGTC,2.8,2.83,2.83
2019-12-17,AGTC,2.85,2.8,2.8
2019-12-18,AGTC,2.76,2.76,2.76
2019-12-19,AGTC,2.73,2.861,2.861
2019-12-20,AGTC,3,3.7963,3.7963
2019-12-23,AGTC,3.75,4,4
2019-12-24,AGTC,3.95,4.31,4.31
2019-12-26,AGTC,4.86,4.7738,4.7738
2019-12-27,AGTC,4.95,4.6,4.6
2019-12-30,AGTC,4.57,4.37,4.37
2019-12-31,AGTC,4.3,4.4,4.4
2019-12-02,AGYS,25.28,24.64,24.64
2019-12-03,AGYS,24.48,25.68,25.68
2019-12-04,AGYS,26.26,25.71,25.71
2019-12-06,AGYS,26.32,26.34,26.34
2019-12-11,AGYS,24.67,24.41,24.41
2019-12-12,AGYS,24.58,24.85,24.85
2019-12-13,AGYS,24.74,24.6,24.6
2019-12-17,AGYS,24.52,24.69,24.69
2019-12-18,AGYS,24.92,25.215,25.215
2019-12-19,AGYS,25.17,25.39,25.39
2019-12-20,AGYS,25.47,25.61,25.61
2019-12-23,AGYS,26.12,26.115,26.115
2019-12-24,AGYS,25.53,25.58,25.58
2019-12-26,AGYS,25.61,25.46,25.46
2019-12-27,AGYS,25.29,25.35,25.35
2019-12-02,AGZD,47.94,47.9722,47.9722
2019-12-03,AGZD,48,47.9781,47.9781
2019-12-04,AGZD,47.9672,47.9141,47.9141
2019-12-06,AGZD,48,48.05,48.05
2019-12-11,AGZD,48.0675,48.0675,48.0675
2019-12-12,AGZD,48.02,48.0675,48.0675
2019-12-13,AGZD,48.01,48.0842,48.0842
2019-12-16,AGZD,48.1,48.1,48.1
2019-12-17,AGZD,48.14,48.21,48.21
2019-12-19,AGZD,48.0791,48.1849,48.1849
2019-12-20,AGZD,48.163,48.115,48.115
2019-12-26,AGZD,48.13,48.13,48.13
2019-12-27,AGZD,48.09,48.09,48.09
2019-12-30,AGZD,48.1,48.1,48.1
2019-12-31,AGZD,48.08,48.0251,48.0251
2019-12-02,AHCO,9.11,9.545,9.545
2019-12-03,AHCO,9.59,9.605,9.605
2019-12-04,AHCO,10.06,9.99,9.99
2019-12-05,AHCO,10.09,9.75,9.75
2019-12-06,AHCO,10.2,9.75,9.75
2019-12-09,AHCO,10.28,9.98,9.98
2019-12-10,AHCO,9.95,9.95,9.95
2019-12-11,AHCO,10.2,10.19,10.19
2019-12-12,AHCO,10.63,10.64,10.64
2019-12-13,AHCO,11.57,11.4388,11.4388
2019-12-16,AHCO,11.81,10.79,10.79
2019-12-17,AHCO,10.6,10.42,10.42
2019-12-18,AHCO,10.18,10.09,10.09
2019-12-19,AHCO,10.22,10.645,10.645
2019-12-20,AHCO,10.62,11.23,11.23
2019-12-23,AHCO,10.75,10.775,10.775
2019-12-24,AHCO,10.47,10.47,10.47
2019-12-26,AHCO,10.45,10.4562,10.4562
2019-12-27,AHCO,10.42,10.52,10.52
2019-12-30,AHCO,10.57,10.53,10.53
2019-12-31,AHCO,10.43,10.5,10.5
2019-12-02,AHPI,1,1,1
2019-12-03,AHPI,0.94,1.02,1.02
2019-12-04,AHPI,1,1,1
2019-12-05,AHPI,1,1.05,1.05
2019-12-06,AHPI,1.1,1.09,1.09
2019-12-09,AHPI,1.1,0.9789,0.9789
2019-12-10,AHPI,1.04,1.07,1.07
2019-12-12,AHPI,1.05,1.07,1.07
2019-12-13,AHPI,1.14,1.11,1.11
2019-12-16,AHPI,1.15,1.15,1.15
2019-12-17,AHPI,1.16,1.1,1.1
